Logon Process,Processus d’ouverture de session
Logon Type,Type d'ouverture de session
Logon Type,Type d’ouverture de session
Machine Account Quota,Quota de comptes d’ordinateurs
Mandatory Label,Étiquette obligatoire
Max. Password Age,Antériorité maximale du mot de passe
Member,Membre
Member,Membreá
Min. Password Age,Antériorité minimale du mot de passe
Min. Password Length,Longueur minimale du mot de passe
Mixed Domain Mode,Mode de domaines mixtes
Name,Nom
NAS Identifier,Identificateur du serveur NAS
NAS IPv4 Address,Adresse IPv4 du serveur NAS
NAS IPv6 Address,Adresse IPv6 du serveur NAS
NAS Port,Port du serveur NAS
NAS Port-Type,Type de port du serveur NAS
NAS,Serveur NAS
Network Account Domain,Domaine du compte réseau
Network Account Name,Nom du compte réseau
Network Address,Adresse du réseau
Network Information,Informations sur le rÚseau
Network Information,Informations sur le rÚseauá
Network Information,Informations sur le réseau
Network Policy Name,Nom de la stratégie réseau
Network Policy Name,Nom de stratégie réseau
New Account Name,Nouveau nom du compte
New Account,Nouveau compte
New Computer Account,Nouveau compte d’ordinateur
New DN,Nouveau DN
New Group,Nouveau groupe
New Logon,Nouvelle ouverture de session
New Logon,Nouvelle ouverture de session n
New Maxusers,Nouveau nombre maximal d’utilisateurs
New Process ID,ID du nouveau processus
New Process Name,Nom du nouveau processus
New Remark,Nouvelle remarque
New SD,Nouveau SD
New Security Descriptor,Nouveau descripteur de sécurité
New ShareFlags,Nouveaux indicateurs de partage
New State,Nouvel état
New Time,Nouvelle heure
New Token Information,Informations sur le nouveau processus
New UAC Value,Nouvelle valeur UAC
Object Name,Nom de l'objetá
Object Name,Nom de l’objet
Object Server,Serveur de l’objet
Object Type,Type d’objet
Object,Objet
OEM Information,Informations OEM
Old Account Name,Ancien nom du compte
Old DN,Ancien DN
Old MaxUsers,Nombre maximal d’utilisateurs précédent
Old Remark,Remarque précédente
Old SD,Ancien SD
Old ShareFlags,Indicateurs de partage précédents
Old UAC Value,Ancienne valeur UAC
Operation,Opération
Original Security Descriptor,Descripteur de sécurité d’origine
OS-Version,Version du système d’exploitation
Package Name (NTLM only),Nom du package (NTLM uniquement)
Password History Length,Longueur de l’historique du mot de passe
Password Last Set,Dernière modification du mot de passe le
Password Properties,Propriétés du mot de passe
Permissions Change,Modification des autorisations
Pre-Authentication Type,Type de pré-authentification
Previous Time,Heure précédente
Primary Group ID,ID de groupe principal
Primary Group ID,ID du groupe principal
Privileges,Privilèges
Process Command Line,Ligne de commande de processus
Process Command Line,Ligne de commande du processus
Process ID,ID du processus
Process ID,ID du processusá
Process Information,Informations sur le processus
Process Name,Nom du processus
Process Name,Nom du processusá
Process,Processus
Profile Path,Chemin d’accès au profil
Protocol,Protocole
Proxy Policy Name,Nom de la stratégie proxy
Quarantine Grace Time,Période de grâce de mise en quarantaine
Quarantine Information,Informations de quarantaine
RADIUS Client,Client RADIUS
Read Operation,Opération de lecture
Reason Code,Code raison
Reason,Raison
Resource Manager,Gestionnaire de ressources
Restricted Admin Mode,Mode administrateur restreint
Result Code,Code de résultat
Result,Résultat
RM Transaction ID,ID de transaction du gestionnaire de ressources
SAM Account Name,Nom du compte SAM
Script Path,Chemin d’accès au script
Security ID,ID de sÚcuritÚá
Security ID,ID de sécurité
Server Information,Informations sur le serveur
Server Names,Noms de serveurs
Service ID,ID du service
Service ID,ID du serviceá
Service Information,Informations sur le service
Service Information,Informations sur le serviceá
Service Name,Nom du service
Service Name,Nom du serviceá
Service Principal Names,Noms principaux des services
Service Principal Names,Noms principaux du service
Session ID,ID de la session
Session Identifier,Identificateur de la session
Share Information,Informations sur le partage
Share Name,Nom de partage
Share Name,Nom du partage
Share Path,Chemin d’accès du partage
SID History,Historique SID
SID List,Liste de SID
Signature Settings,Paramètres de signature
Source Address,Adresse source
Source Network Address,Adresse du réseau source
Source Port,Port source
Source Workstation,Station de travail source
SPN Name,Nom SPN
Status,État
Sub Status,Sous-état
Subject,Objet
Subject,Objetá
Subject,Sujet
Subject,Sujetá
Supplied Realm Name,Nom du domaine Kerberos fourni
Syntax (OID),Syntaxe (OID)
System Event Logging,Journalisation des événements système
System Health Validator Result(s),Résultats du validateur d’intégrité du système
Target Account,Compte cible
Target Computer,Ordinateur cible
Target Process ID,ID du processus cible
Target Process Name,Nom du processus cible
Target Process,Processus cible
Target Server Name,Nom du serveur cible
Target Server,Serveur cible
Target Subject,Objet cible
Test Signing,Signature de test
Ticket Encryption Type,Type de chiffrement du ticket
Ticket Options,Options du ticket
Ticket Options,Options du ticketá
Token Elevation Type,Type d'élévation du jeton
Token Elevation Type,Type d’élévation du jeton
Transaction ID,ID de la transaction
Transaction Information,Informations sur la transaction
Transited Services,Services en transit
Tree Delete,Arbre supprimé
User Account Control,Contrôle du compte d’utilisateur
User Account Control,Contrôle du compte d’utilisateur (UAC)
User ID,ID de l’utilisateur
User Name,Nom de l'utilisateur
User Parameters,Paramètres d’utilisateur
User Parameters,Paramètres utilisateur
User Principal Name,Nom principal de l’utilisateur
User Workstations,Stations de travail des utilisateurs
User Workstations,Stations de travail utilisateurs
User,Utilisateur
Value,Valeur
Vendor IDs,ID de fournisseur
Virtual Account,Compte virtuel
VSM Launch Type,Type de démarrage VSM
Workstation Name,Nom de la station de travail
