Primary User Name,主要用户名
Privileges,特权
Process Command Line,进程命令行
Process ID,进程 ID
Process Information,进程信息
Process Name,处理名称
Process Name,进程名
Process Name,进程名称
Process,进程
Profile Path,配置文件路径
Protocol,协议
Proxy Policy Name,代理策略名称
Quarantine Grace Time,隔离宽限期
Quarantine Information,隔离信息
RADIUS Client,RADIUS 客户端
Read Operation,读取操作
Reason Code,原因代码
Reason,原因
Resource Manager,资源管理器
Restricted Admin Mode,受限制的管理员模式
Result Code,结果代码
Result,结果
RM Transaction ID,RM 事务 ID
SAM Account Name,SAM 帐户名
Script Path,脚本路径
Security ID,安全 ID
Security ID,安全性 ID
Server Information,服务器信息
Server Names,服务器名称
Service ID,服务 ID
Service Information,服务信息
Service Name,服务名称
Service Principal Names,服务主体名称
Session ID,会话 ID
Session Identifier,会话标识符
Share Information,共享信息
Share Name,共享名称
Share Path,共享路径
SID History,SID 历史
SID List,SID 列表
Signature Settings,签名设置
Source Address,源地址
Source Network Address,源网络地址
Source Port,源端口
Source Workstation,源工作站
SPN Name,SPN 名称
Status,状态
Sub Status,子状态
Subject,主题
Subject,使用者
Supplied Realm Name,已提供的领域名称
Syntax (OID),语法(OID)
System Event Logging,系统事件日志记录
System Health Validator Result(s),系统健康验证程序结果
Target Account ID,目标帐户 ID
Target Account Name,目标帐户名
Target Account,目标帐户
Target Computer,目标计算机
Target Domain,目标域
Target Process ID,目标进程 ID
Target Process Name,目标进程名
Target Process,目标进程
Target Server Name,目标服务器名
Target Server,目标服务器
Target Subject,目标主题
Target User Name,目标用户名
Test Signing,测试签名
The domain controller attempted to validate the credentials for an account,
The workstation was locked,
The workstation was unlocked,
Ticket Encryption Type,票证加密类型
Ticket Options,票证选项
Token Elevation Type,令牌提升类型
Transaction ID,事务 ID
Transaction Information,事务信息
Transited Services,传递服务
Transited Services,传递的服务
Tree Delete,树删除
Type,类型
User Account Control,用户帐户控制
User Domain,用户域
User ID,用户 ID
User Name,用户名
User Parameters,用户参数
User Principal Name,用户主体名称
User Workstations,用户工作站
User,用户
Value,值
Vendor IDs,供应商 ID
Virtual Account,虚拟帐户
VSM Launch Type,VSM 启动类型
Workstation Name,工作站名
Workstation Name,工作站名称
