Old Remark,舊的備註
Old SD,舊的 SD
Old ShareFlags,舊的 ShareFlags
Old UAC Value,舊的 UAC 數值
Operation,作業
Operation,操作
Original Security Descriptor,原始安全性描述元
OS-Version,作業系統版本
Package Name (NTLM only),封裝名稱 (僅 NTLM)
Package Name (NTLM only),封裝名稱 (僅限 NTLM)
Password History Length,密碼歷程記錄長度
Password Last Set,最近的密碼設定
Password Properties,密碼內容
Permissions Change,權限變更
Port,連接埠
Pre-Authentication Type,預先驗證類型
Previous Time,之前的時間
Primary Domain,
Primary Group ID,主要群組識別碼
Primary Logon ID,
Primary User Name,
Privileges,權限
Privileges,特殊權限
Process Command Line,處理程序命令列
Process ID,處理程序識別碼
Process Information,處理程序資訊
Process Name,處理程序名稱
Process,處理程序
Profile Path,設定檔路徑
Protocol,通訊協定
Proxy Policy Name,Proxy 原則名稱
Quarantine Grace Time,隔離寬限期
Quarantine Information,隔離資訊
RADIUS Client,RADIUS 用戶端
Read Operation,讀取作業
Reason Code,原因碼
Reason Code,理由代碼
Reason,原因
Reason,理由
Resource Manager,資源管理員
Restricted Admin Mode,受限制的系統管理模式
Result Code,結果碼
Result,結果
RM Transaction ID,RM 交易識別碼
SAM Account Name,SAM 帳戶名稱
Script Path,指令檔路徑
Security ID,安全性識別碼
Server Information,伺服器資訊
Server Names,伺服器名稱
Service ID,服務識別碼
Service Information,服務資訊
Service Name,服務名稱
Service Principal Names,服務主體名稱
Session ID,工作階段識別碼
Session Identifier,工作階段識別元
Share Information,共用資訊
Share Name,共用名稱
Share Path,共用路徑
SID History,SID 歷程記錄
SID List,SID 清單
Signature Settings,簽章設定
Source Address,來源位址
Source Address,來源網絡位址
Source Network Address,來源工作站
Source Network Address,來源網路位址
Source Port,來源連接埠
Source Workstation,來源工作站
SPN Name,SPN 名稱
Status,狀態
Sub Status,子狀態
Subject,主旨
Subject,主體
Supplied Realm Name,支援領域名稱
Syntax (OID),語法 (OID)
System Event Logging,系統事件記錄
System Health Validator Result(s),系統健康情況驗證程式結果
Target Account ID,
Target Account Name,
Target Account,目標帳戶
Target Computer,目標電腦
Target Domain,
Target Process ID,目標處理程序識別碼
Target Process Name,目標處理程序名稱
Target Process,目標處理程序
Target Server Name,目標伺服器名稱
Target Server,目標伺服器
Target Subject,目標主體
Target User Name,
Test Signing,測試簽署
The domain controller attempted to validate the credentials for an account,
The workstation was locked,
The workstation was unlocked,
Ticket Encryption Type,票證加密類型
Ticket Options,票證選項
Token Elevation Type,權杖權限提高類型
Transaction ID,交易識別碼
Transaction Information,交易資訊
Transited Services,轉送的服務
Tree Delete,目錄刪除
Type,類型
User Account Control,使用者帳戶控制
User Domain,
User ID,使用者識別碼
User Name,使用者名稱
User Parameters,使用者參數
User Principal Name,使用者主體名稱
User Workstations,使用者工作站
User,使用者
Value,值
Vendor IDs,廠商識別碼
Virtual Account,虛擬帳戶
VSM Launch Type,VSM 啟動類型
Workstation Name,工作站名稱
